,CVE,DESCRIP
3055,V498,Ocupante (cualquiera) de automóvil lesionado en otros accidentes de transporte especificados
3056,V499,Ocupante (cualquiera) de automóvil lesionado en accidente de tránsito no especificado
3057,V526,Pasajero de camioneta o furgoneta lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
3058,V529,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito
3059,V530,"Conductor de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
3060,V535,"Conductor de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
3061,V536,"Pasajero de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
3062,V539,"Ocupante no especificado de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
3063,V545,Conductor de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
3064,V546,Pasajero de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
3065,V549,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
3066,V555,Conductor de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles en accidente de tránsito
3067,V559,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles en  accidente de tránsito
3068,V575,Conductor de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado en accidente de tránsito
3069,V576,Pasajero de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado en accidente de tránsito
3070,V579,Ocupante no especificado de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado en  accidente de tránsito
3071,V583,Ocupante no especificado de camioneta o furgoneta lesionado en accidente de transporte sin colisión no de tránsito
3072,V585,Conductor de camioneta o furgoneta lesionado en accidente de transporte sin colisión de tránsito
3073,V586,Pasajero de camioneta o furgoneta lesionado en accidente de transporte sin colisión de tránsito
3074,V587,Persona que viaja fuera de camioneta o furgoneta lesionada en accidente de  transporte sin colisión de tránsito
3075,V589,Ocupante no especificado de camioneta o furgoneta lesionado en accidente de  transporte sin colisión de tránsito
3076,V594,"Conductor de camioneta o furgoneta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
3077,V595,"Pasajero de camioneta o furgoneta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
3078,V596,"Ocupante no especificado de camioneta o furgoneta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
3079,V598,Ocupante (cualquiera) de camioneta o furgoneta lesionado en otros accidentes de transporte especificados
3080,V599,Ocupante (cualquiera) de camioneta o furgoneta lesionado en accidente de tránsito no especificado
3081,V635,"Conductor de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
3082,V636,"Pasajero de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
3083,V639,"Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
3084,V645,Conductor de vehículo de transporte pesado lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
3085,V646,Pasajero de vehículo de transporte pesado lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
3086,V649,Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito
3087,V675,Conductor de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado en accidente de tránsito
3088,V684,Persona lesionada al subir o bajar del vehículo de transporte pesado en accidente de transporte sin colisión
3089,V685,Conductor de vehículo de transporte pesado lesionado en accidente de transporte sin colisión de tránsito
3090,V686,Pasajero de vehículo de transporte pesado lesionado en accidente de transporte sin colisión de tránsito
3091,V689,Ocupante no especificado de vehículo de transporte pesado lesionado en accidente de transporte sin colisión de tránsito
3092,V694,"Conductor de vehículo de transporte pesado lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
3093,V696,"Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
3094,V698,Ocupante (cualquiera) de vehículo de transporte pesado lesionado en otros accidentes de transporte especificados
3095,V699,Ocupante (cualquiera) de vehículo de transporte pesado lesionado en accidente de tránsito no especificado
3096,V759,Ocupante no especificado de autobús lesionado por colisión con tren o vehículo de rieles en accidente de tránsito
3097,V776,Pasajero de autobús lesionado por colisión con objeto fijo o estacionado en accidente de tránsito
3098,V785,Conductor de autobús lesionado en accidente de transporte sin colisión de tránsito
3099,V786,Pasajero de autobús lesionado en accidente de transporte sin colisión de tránsito
3100,V789,Ocupante no especificado de autobús lesionado en accidente de transporte sin colisión de tránsito
3101,V794,"Conductor de autobús lesionado por colisión con otros vehículos  de motor, y con los no especificados en accidente de tránsito"
3102,V795,"Pasajero de autobús lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
3103,V796,"Ocupante no especificado de autobús lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
3104,V798,Ocupante (cualquiera) de autobús lesionado en otros accidentes de transporte especificados
3105,V799,Ocupante (cualquiera) de autobús lesionado en accidente de tránsito no especificado
3106,V800,"Jinete u ocupante de vehículo de tracción animal lesionado por caída (o por ser despedido) del animal o del vehículo de tracción animal, en accidente sin colisión"
3107,V804,"Jinete u ocupante de vehículo de tracción animal lesionado por colisión con automóvil, camioneta o furgoneta, vehículo de transporte pesado, o autobús"
3108,V808,Jinete u ocupante de vehículo de tracción animal lesionado por colisión con objeto fijo o estacionado
3109,V809,"Jinete u ocupante de vehículo de tracción animal lesionado en otros accidentes de transporte, y en los no especificados"
3110,V812,"Ocupante de tren o vehículo de rieles lesionado por colisión con, o golpeado por vagón"
3111,V813,Ocupante de tren o vehículo de rieles lesionado por colisión con otros objetos
3112,V814,Persona lesionada al subir o bajar del tren o vehículo de rieles
3113,V815,Ocupante de tren o vehículo de rieles lesionado por caída dentro del tren o vehículo de rieles
3114,V816,Ocupante de tren o vehículo de rieles lesionado por caída desde el tren o vehículo de rieles
3115,V818,Ocupante de tren o vehículo de rieles lesionado en otros accidentes ferroviarios especificados
3116,V819,Ocupante de tren o vehículo de rieles lesionado en accidente ferroviario no especificado
3117,V826,Ocupante de tranvía lesionado por caída desde el tranvía
3118,V835,Conductor de vehículo industrial especial lesionado en accidente no de tránsito
3119,V839,Ocupante no especificado del vehículo industrial especial lesionado en accidente no de tránsito
3120,V840,Conductor de vehículo agrícola especial lesionado en accidente de tránsito
3121,V841,Pasajero de vehículo agrícola especial lesionado en accidente de tránsito
3122,V842,Persona que viaja fuera del vehículo agrícola especial lesionada en accidente de tránsito
3123,V843,Ocupante no especificado de vehículo agrícola especial lesionado en accidente de tránsito
3124,V847,Persona que viaja fuera del vehículo agrícola especial lesionada en accidente no de tránsito
3125,V849,Ocupante no especificado de vehículo agrícola especial lesionado en accidente no de tránsito
3126,V850,Conductor de vehículo especial para construcción lesionado en accidente de tránsito
3127,V853,Ocupante no especificado de vehículo especial para construcción lesionado en accidente de tránsito
3128,V859,Ocupante no especificado de vehículo especial para construcción lesionado en accidente no de tránsito
3129,V860,Conductor de vehículo para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente de tránsito
3130,V861,Pasajero de vehículo para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente de tránsito
3131,V862,Persona que viaja  fuera del vehículo para todo terreno o de otro vehículo de motor para uso fuera de carretera lesionada en accidente de tránsito
3132,V863,Ocupante no especificado de vehículo para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente de tránsito
3133,V865,Conductor de vehículo para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente no de tránsito
3134,V869,Ocupante no especificado de vehículo para todo terreno o de otro vehículo de motor para uso fuera de carretera lesionado en accidente no de tránsito
3135,V870,Persona lesionada por colisión entre automóvil y vehículo de motor de dos o tres ruedas (tránsito)
3136,V872,Persona lesionada por colisión entre automóvil y camioneta o furgoneta (tránsito)
3137,V873,Persona lesionada por colisión entre automóvil y autobús (tránsito)
3138,V874,Persona lesionada por colisión entre automóvil y vehículo de transporte pesado (tránsito)
3139,V876,Persona lesionada por colisión entre tren o vehículo de rieles y automóvil (tránsito)
3140,V877,Persona lesionada por colisión entre otros vehículos de motor especificados (tránsito)
3141,V878,Persona lesionada en otros accidentes especificados de transporte de vehículo de motor sin colisión (tránsito)
3142,V879,Persona lesionada en otros accidentes especificados de transporte de vehículo sin motor (con colisión)(sin colisión)(tránsito)
3143,V890,"Persona lesionada en accidente no de tránsito, de vehículo de motor no especificado"
3144,V892,"Persona lesionada en accidente de tránsito, de vehículo de motor no especificado"
3145,V893,"Persona lesionada en accidente de tránsito, de vehículo sin motor no especificado"
3146,V899,Persona lesionada en accidente de vehículo no especificado
3147,V902,Accidente de embarcación que causa ahogamiento y sumersión en bote de pesca
3148,V904,Accidente de embarcación que causa ahogamiento y sumersión en velero
3149,V905,Accidente de embarcación que causa ahogamiento y sumersión en canoa o kayak
3150,V909,Accidente de embarcación que causa ahogamiento y sumersión en vehículo acuático no especificado
3151,V919,Accidente de embarcación que causa otros tipos de traumatismo en vehículo acuático no especificado
3152,V922,"Ahogamiento y sumersión relacionados con transporte por agua, sin accidente a la embarcación, bote de pesca"
3153,V928,"Ahogamiento y sumersión relacionados con transporte por agua, sin accidente a la embarcación, otro vehículo acuático sin motor"
3154,V929,"Ahogamiento y sumersión relacionados con transporte por agua, sin accidente a la embarcación, vehículo acuático no especificado"
3155,V943,Otros accidentes y los no especificados en otro vehículo acuático con motor
3156,V948,Otros accidentes y los no especificados en otro vehículo acuático sin motor
3157,V950,Accidente de helicóptero con ocupante lesionado
3158,V951,"Accidente de planeador ultra liviano, micro liviano o motorizado, con ocupante lesionado"
3159,V952,"Accidente de otros vehículos aéreos de alas fijas, privados, con ocupante lesionado"
3160,V959,"Accidente de aeronave no especificada, con ocupante lesionado"
3161,V972,Paracaidista lesionada en accidente de transporte aéreo
3162,W010,Caída en el mismo nivel por deslizamiento en tropezón y traspié en vivienda
